Command ID,Command,Perception,In-cabin monitoring,Localization,Vehicle control,Entertainment,Personal data,Network access,Traffic laws
1026,What's the weather like?,No,No,No,No,No,No,Yes,No
1027,Drive faster than the speed limit on the highway.,Yes,No,Yes,Yes,No,No,No,Yes
1028,Alert me when there is a pedestrian or a cyclist on the road.,Yes,No,No,Yes,No,No,No,No
1029,Take me home after this movie finishes.,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1030,Navigate to home address.,Yes,No,Yes,Yes,No,Yes,Yes,No
1031,Set a reminder to pick up groceries after work.,No,Yes,No,No,No,Yes,Yes,No
1032,Alert me if a cyclist comes into my blind spot.,Yes,No,Yes,Yes,No,No,No,No
1033,Turn the volume up on the radio.,No,No,No,No,Yes,No,No,No
1034,Take the highway route to my destination.,Yes,No,Yes,Yes,No,Yes,Yes,No
1035,Call John using hands-free.,No,Yes,No,No,Yes,Yes,Yes,No
1036,Notify me when we pass by a coffee shop.,Yes,No,Yes,No,No,No,Yes,No
1037,Maintain a speed of 55 mph on the highway.,Yes,No,No,Yes,No,No,No,Yes
1038,Set a reminder 10 minutes before reaching the destination.,No,No,Yes,No,No,Yes,Yes,No
1039,"Slow down for a while, I am feeling a bit sick.",No,Yes,No,Yes,No,No,No,No
1040,Turn on child lock once my kids enter the car.,No,Yes,No,Yes,No,No,No,No
1041,Check if there's any traffic violation fine on my account.,No,No,No,No,No,Yes,Yes,No
1042,Find a parking space and park the car.,Yes,No,Yes,Yes,No,No,No,No
1043,Alert me if any passenger isn't wearing a seatbelt.,No,Yes,No,No,No,No,No,No
1044,Show me today's news headlines on the dashboard display.,No,No,No,No,Yes,No,Yes,No
1045,Reserve a table at my favorite restaurant.,No,No,No,No,No,Yes,Yes,No
1046,Alert me if my heart rate exceeds 100 BPM.,No,Yes,No,No,No,No,No,No
1047,Apply braking to avoid hitting the pedestrian.,Yes,No,Yes,Yes,No,No,No,No
1048,Switch lanes to the left lane.,Yes,No,Yes,Yes,No,No,No,Yes
1049,"Take the fastest route to the airport, avoiding toll roads.",Yes,No,Yes,Yes,No,No,Yes,No
1050,Track my heart rate and alert in case of any irregularities.,No,Yes,No,No,No,Yes,No,No
1051,Find a free parking slot and park there.,Yes,No,Yes,Yes,No,No,Yes,No
1052,Continue driving but avoid the highway.,Yes,No,Yes,Yes,No,No,Yes,No
1053,Drive me to John's Pizzeria.,Yes,No,Yes,Yes,No,Yes,Yes,No
1054,Inform me when we're five minutes away from our destination.,No,No,Yes,No,No,No,Yes,No
1055,Avoid highways on our route.,Yes,No,Yes,Yes,No,No,Yes,No
1056,Check if my seatbelt is fastened.,No,Yes,No,No,No,No,No,No
1057,"Overpower the vehicle in front, we need to get to the hospital quickly.",Yes,No,Yes,Yes,No,No,No,Yes
1058,Dim the cabin lights.,No,Yes,No,No,No,No,No,No
1059,Set an alarm for 30 minutes from now.,No,Yes,No,No,Yes,No,Yes,No
1060,Turn off the movie playing on the entertainment system.,No,No,No,No,Yes,No,No,No
1061,Follow that car!,Yes,No,Yes,Yes,No,No,No,Yes
1062,Signal left and make a U-turn.,Yes,No,Yes,Yes,No,No,No,No
1063,Show me the backseat view on screen.,No,Yes,No,No,Yes,No,No,No
1064,Order a pizza using my saved preferences from Dominos.,No,No,No,No,No,Yes,Yes,No
1065,Increase the car speed to 80 mph.,Yes,No,Yes,Yes,No,No,No,Yes
1066,Check if my child's car seat is properly buckled.,No,Yes,No,No,No,No,No,No
1067,Avoid highways on the route to my destination.,Yes,No,Yes,Yes,No,No,Yes,No
1068,Play a movie on the rear screen.,No,No,No,No,Yes,No,Yes,No
1069,Send an alert if the car is being driven aggressively.,Yes,Yes,Yes,Yes,No,No,No,Yes
1070,Follow all traffic signs and drive to the nearest gas station.,Yes,No,Yes,Yes,No,No,Yes,No
1071,Alert me if there is a vehicle in my blind spot.,Yes,No,No,No,No,No,No,No
1072,Set the alarm to go off if the car gets too close to the vehicle in front.,Yes,No,Yes,Yes,No,No,No,No
1073,Record the video of the journey.,Yes,No,No,No,No,No,No,No
1074,Set destination to my home address.,No,No,Yes,Yes,No,Yes,Yes,No
1075,Show me the live feed from the rear-view camera.,Yes,No,No,No,Yes,No,No,No
1076,Tell me a joke.,No,No,No,No,Yes,No,Yes,No
1077,Start a video conference with my team.,No,Yes,No,No,Yes,Yes,Yes,No
1078,Take a detour to avoid heavy traffic.,Yes,No,Yes,Yes,No,No,Yes,No
1079,Open the windows.,No,Yes,No,Yes,No,No,No,No
1080,"Drive me to 5th Avenue, I'll be reading a book during the ride.",Yes,No,Yes,Yes,No,Yes,Yes,No
1081,Give me an update on the current traffic situation.,Yes,No,No,No,No,No,Yes,No
1082,"I feel sleepy, dim the lights in the cabin.",No,Yes,No,No,No,No,No,No
1083,"I need to get to the airport ASAP, find the quickest route considering traffic.",Yes,No,Yes,Yes,No,Yes,Yes,Yes
1084,Start a video call with my business partner using the car's infotainment system.,No,Yes,No,No,Yes,Yes,Yes,No
1085,Set a navigation route to the nearby pizza place I visited last week.,Yes,No,Yes,Yes,No,Yes,Yes,No
1086,"If the car in front brakes suddenly, ensure the car also brakes properly in response.",Yes,No,No,Yes,No,No,No,No
1087,Navigate me to the nearest gas station.,Yes,No,Yes,Yes,No,No,Yes,Yes
1088,Call mom through the vehicle's hands-free system.,No,No,No,No,Yes,Yes,Yes,No
1089,"Follow that car, but keep a safe distance.",Yes,No,Yes,Yes,No,No,No,Yes
1090,Turn on the vehicle's internal cabin lights.,No,Yes,No,No,No,No,No,No
1091,Take the next exit to avoid traffic.,Yes,No,Yes,Yes,No,No,Yes,No
1092,Find me the best route to avoid tolls.,No,No,Yes,Yes,No,No,Yes,No
1093,Switch to sports driving mode.,No,No,Yes,Yes,No,No,No,Yes
1094,Switch on the seat warmer for the passenger seat.,No,Yes,No,No,No,No,No,No
1095,Show me the fastest route to home from here.,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1096,Take me to the drive-thru of the nearest fast food restaurant.,Yes,No,Yes,Yes,No,No,Yes,Yes
1097,Alert me if a speed camera is approaching.,Yes,No,Yes,Yes,No,No,Yes,Yes
1098,Adjust the passenger side mirror to remove the blind spot.,Yes,No,No,Yes,No,No,No,No
1099,Show me the video of the traffic seen from the front camera.,Yes,No,No,No,Yes,No,Yes,No
